ground,sintetic,segmentation,bingmap
CVUSA_subset\streetview\0022671.jpg,BLURRED_name_train\0022671_generated.png,TRAIN_SEGMENTED\0022671_generated_segmented.png,CVUSA_subset\bingmap\input0022671.png
CVUSA_subset\streetview\0022687.jpg,BLURRED_name_train\0022687_generated.png,TRAIN_SEGMENTED\0022687_generated_segmented.png,CVUSA_subset\bingmap\input0022687.png
CVUSA_subset\streetview\0022688.jpg,BLURRED_name_train\0022688_generated.png,TRAIN_SEGMENTED\0022688_generated_segmented.png,CVUSA_subset\bingmap\input0022688.png
CVUSA_subset\streetview\0022692.jpg,BLURRED_name_train\0022692_generated.png,TRAIN_SEGMENTED\0022692_generated_segmented.png,CVUSA_subset\bingmap\input0022692.png
CVUSA_subset\streetview\0022716.jpg,BLURRED_name_train\0022716_generated.png,TRAIN_SEGMENTED\0022716_generated_segmented.png,CVUSA_subset\bingmap\input0022716.png
CVUSA_subset\streetview\0022726.jpg,BLURRED_name_train\0022726_generated.png,TRAIN_SEGMENTED\0022726_generated_segmented.png,CVUSA_subset\bingmap\input0022726.png
CVUSA_subset\streetview\0022728.jpg,BLURRED_name_train\0022728_generated.png,TRAIN_SEGMENTED\0022728_generated_segmented.png,CVUSA_subset\bingmap\input0022728.png
CVUSA_subset\streetview\0022730.jpg,BLURRED_name_train\0022730_generated.png,TRAIN_SEGMENTED\0022730_generated_segmented.png,CVUSA_subset\bingmap\input0022730.png
CVUSA_subset\streetview\0022753.jpg,BLURRED_name_train\0022753_generated.png,TRAIN_SEGMENTED\0022753_generated_segmented.png,CVUSA_subset\bingmap\input0022753.png
CVUSA_subset\streetview\0022760.jpg,BLURRED_name_train\0022760_generated.png,TRAIN_SEGMENTED\0022760_generated_segmented.png,CVUSA_subset\bingmap\input0022760.png
CVUSA_subset\streetview\0022763.jpg,BLURRED_name_train\0022763_generated.png,TRAIN_SEGMENTED\0022763_generated_segmented.png,CVUSA_subset\bingmap\input0022763.png
CVUSA_subset\streetview\0022766.jpg,BLURRED_name_train\0022766_generated.png,TRAIN_SEGMENTED\0022766_generated_segmented.png,CVUSA_subset\bingmap\input0022766.png
CVUSA_subset\streetview\0022769.jpg,BLURRED_name_train\0022769_generated.png,TRAIN_SEGMENTED\0022769_generated_segmented.png,CVUSA_subset\bingmap\input0022769.png
CVUSA_subset\streetview\0022770.jpg,BLURRED_name_train\0022770_generated.png,TRAIN_SEGMENTED\0022770_generated_segmented.png,CVUSA_subset\bingmap\input0022770.png
CVUSA_subset\streetview\0022778.jpg,BLURRED_name_train\0022778_generated.png,TRAIN_SEGMENTED\0022778_generated_segmented.png,CVUSA_subset\bingmap\input0022778.png
CVUSA_subset\streetview\0022780.jpg,BLURRED_name_train\0022780_generated.png,TRAIN_SEGMENTED\0022780_generated_segmented.png,CVUSA_subset\bingmap\input0022780.png
CVUSA_subset\streetview\0022785.jpg,BLURRED_name_train\0022785_generated.png,TRAIN_SEGMENTED\0022785_generated_segmented.png,CVUSA_subset\bingmap\input0022785.png
CVUSA_subset\streetview\0022786.jpg,BLURRED_name_train\0022786_generated.png,TRAIN_SEGMENTED\0022786_generated_segmented.png,CVUSA_subset\bingmap\input0022786.png
CVUSA_subset\streetview\0022790.jpg,BLURRED_name_train\0022790_generated.png,TRAIN_SEGMENTED\0022790_generated_segmented.png,CVUSA_subset\bingmap\input0022790.png
CVUSA_subset\streetview\0022795.jpg,BLURRED_name_train\0022795_generated.png,TRAIN_SEGMENTED\0022795_generated_segmented.png,CVUSA_subset\bingmap\input0022795.png
CVUSA_subset\streetview\0022799.jpg,BLURRED_name_train\0022799_generated.png,TRAIN_SEGMENTED\0022799_generated_segmented.png,CVUSA_subset\bingmap\input0022799.png
CVUSA_subset\streetview\0022827.jpg,BLURRED_name_train\0022827_generated.png,TRAIN_SEGMENTED\0022827_generated_segmented.png,CVUSA_subset\bingmap\input0022827.png
CVUSA_subset\streetview\0022836.jpg,BLURRED_name_train\0022836_generated.png,TRAIN_SEGMENTED\0022836_generated_segmented.png,CVUSA_subset\bingmap\input0022836.png
CVUSA_subset\streetview\0022843.jpg,BLURRED_name_train\0022843_generated.png,TRAIN_SEGMENTED\0022843_generated_segmented.png,CVUSA_subset\bingmap\input0022843.png
CVUSA_subset\streetview\0022854.jpg,BLURRED_name_train\0022854_generated.png,TRAIN_SEGMENTED\0022854_generated_segmented.png,CVUSA_subset\bingmap\input0022854.png
CVUSA_subset\streetview\0022859.jpg,BLURRED_name_train\0022859_generated.png,TRAIN_SEGMENTED\0022859_generated_segmented.png,CVUSA_subset\bingmap\input0022859.png
CVUSA_subset\streetview\0022862.jpg,BLURRED_name_train\0022862_generated.png,TRAIN_SEGMENTED\0022862_generated_segmented.png,CVUSA_subset\bingmap\input0022862.png
CVUSA_subset\streetview\0022870.jpg,BLURRED_name_train\0022870_generated.png,TRAIN_SEGMENTED\0022870_generated_segmented.png,CVUSA_subset\bingmap\input0022870.png
CVUSA_subset\streetview\0022883.jpg,BLURRED_name_train\0022883_generated.png,TRAIN_SEGMENTED\0022883_generated_segmented.png,CVUSA_subset\bingmap\input0022883.png
CVUSA_subset\streetview\0022884.jpg,BLURRED_name_train\0022884_generated.png,TRAIN_SEGMENTED\0022884_generated_segmented.png,CVUSA_subset\bingmap\input0022884.png
CVUSA_subset\streetview\0022888.jpg,BLURRED_name_train\0022888_generated.png,TRAIN_SEGMENTED\0022888_generated_segmented.png,CVUSA_subset\bingmap\input0022888.png
CVUSA_subset\streetview\0022890.jpg,BLURRED_name_train\0022890_generated.png,TRAIN_SEGMENTED\0022890_generated_segmented.png,CVUSA_subset\bingmap\input0022890.png
CVUSA_subset\streetview\0022895.jpg,BLURRED_name_train\0022895_generated.png,TRAIN_SEGMENTED\0022895_generated_segmented.png,CVUSA_subset\bingmap\input0022895.png
CVUSA_subset\streetview\0022902.jpg,BLURRED_name_train\0022902_generated.png,TRAIN_SEGMENTED\0022902_generated_segmented.png,CVUSA_subset\bingmap\input0022902.png
CVUSA_subset\streetview\0022912.jpg,BLURRED_name_train\0022912_generated.png,TRAIN_SEGMENTED\0022912_generated_segmented.png,CVUSA_subset\bingmap\input0022912.png
CVUSA_subset\streetview\0022933.jpg,BLURRED_name_train\0022933_generated.png,TRAIN_SEGMENTED\0022933_generated_segmented.png,CVUSA_subset\bingmap\input0022933.png
CVUSA_subset\streetview\0022938.jpg,BLURRED_name_train\0022938_generated.png,TRAIN_SEGMENTED\0022938_generated_segmented.png,CVUSA_subset\bingmap\input0022938.png
CVUSA_subset\streetview\0022942.jpg,BLURRED_name_train\0022942_generated.png,TRAIN_SEGMENTED\0022942_generated_segmented.png,CVUSA_subset\bingmap\input0022942.png
CVUSA_subset\streetview\0022943.jpg,BLURRED_name_train\0022943_generated.png,TRAIN_SEGMENTED\0022943_generated_segmented.png,CVUSA_subset\bingmap\input0022943.png
CVUSA_subset\streetview\0022948.jpg,BLURRED_name_train\0022948_generated.png,TRAIN_SEGMENTED\0022948_generated_segmented.png,CVUSA_subset\bingmap\input0022948.png
CVUSA_subset\streetview\0022951.jpg,BLURRED_name_train\0022951_generated.png,TRAIN_SEGMENTED\0022951_generated_segmented.png,CVUSA_subset\bingmap\input0022951.png
CVUSA_subset\streetview\0022975.jpg,BLURRED_name_train\0022975_generated.png,TRAIN_SEGMENTED\0022975_generated_segmented.png,CVUSA_subset\bingmap\input0022975.png
CVUSA_subset\streetview\0022992.jpg,BLURRED_name_train\0022992_generated.png,TRAIN_SEGMENTED\0022992_generated_segmented.png,CVUSA_subset\bingmap\input0022992.png
CVUSA_subset\streetview\0022996.jpg,BLURRED_name_train\0022996_generated.png,TRAIN_SEGMENTED\0022996_generated_segmented.png,CVUSA_subset\bingmap\input0022996.png
CVUSA_subset\streetview\0023002.jpg,BLURRED_name_train\0023002_generated.png,TRAIN_SEGMENTED\0023002_generated_segmented.png,CVUSA_subset\bingmap\input0023002.png
CVUSA_subset\streetview\0023035.jpg,BLURRED_name_train\0023035_generated.png,TRAIN_SEGMENTED\0023035_generated_segmented.png,CVUSA_subset\bingmap\input0023035.png
CVUSA_subset\streetview\0023065.jpg,BLURRED_name_train\0023065_generated.png,TRAIN_SEGMENTED\0023065_generated_segmented.png,CVUSA_subset\bingmap\input0023065.png
CVUSA_subset\streetview\0023067.jpg,BLURRED_name_train\0023067_generated.png,TRAIN_SEGMENTED\0023067_generated_segmented.png,CVUSA_subset\bingmap\input0023067.png
CVUSA_subset\streetview\0023075.jpg,BLURRED_name_train\0023075_generated.png,TRAIN_SEGMENTED\0023075_generated_segmented.png,CVUSA_subset\bingmap\input0023075.png
CVUSA_subset\streetview\0023079.jpg,BLURRED_name_train\0023079_generated.png,TRAIN_SEGMENTED\0023079_generated_segmented.png,CVUSA_subset\bingmap\input0023079.png
CVUSA_subset\streetview\0023080.jpg,BLURRED_name_train\0023080_generated.png,TRAIN_SEGMENTED\0023080_generated_segmented.png,CVUSA_subset\bingmap\input0023080.png
CVUSA_subset\streetview\0023089.jpg,BLURRED_name_train\0023089_generated.png,TRAIN_SEGMENTED\0023089_generated_segmented.png,CVUSA_subset\bingmap\input0023089.png
CVUSA_subset\streetview\0023092.jpg,BLURRED_name_train\0023092_generated.png,TRAIN_SEGMENTED\0023092_generated_segmented.png,CVUSA_subset\bingmap\input0023092.png
CVUSA_subset\streetview\0023107.jpg,BLURRED_name_train\0023107_generated.png,TRAIN_SEGMENTED\0023107_generated_segmented.png,CVUSA_subset\bingmap\input0023107.png
CVUSA_subset\streetview\0023112.jpg,BLURRED_name_train\0023112_generated.png,TRAIN_SEGMENTED\0023112_generated_segmented.png,CVUSA_subset\bingmap\input0023112.png
CVUSA_subset\streetview\0023113.jpg,BLURRED_name_train\0023113_generated.png,TRAIN_SEGMENTED\0023113_generated_segmented.png,CVUSA_subset\bingmap\input0023113.png
CVUSA_subset\streetview\0023129.jpg,BLURRED_name_train\0023129_generated.png,TRAIN_SEGMENTED\0023129_generated_segmented.png,CVUSA_subset\bingmap\input0023129.png
CVUSA_subset\streetview\0023132.jpg,BLURRED_name_train\0023132_generated.png,TRAIN_SEGMENTED\0023132_generated_segmented.png,CVUSA_subset\bingmap\input0023132.png
CVUSA_subset\streetview\0023146.jpg,BLURRED_name_train\0023146_generated.png,TRAIN_SEGMENTED\0023146_generated_segmented.png,CVUSA_subset\bingmap\input0023146.png
CVUSA_subset\streetview\0023148.jpg,BLURRED_name_train\0023148_generated.png,TRAIN_SEGMENTED\0023148_generated_segmented.png,CVUSA_subset\bingmap\input0023148.png
CVUSA_subset\streetview\0023151.jpg,BLURRED_name_train\0023151_generated.png,TRAIN_SEGMENTED\0023151_generated_segmented.png,CVUSA_subset\bingmap\input0023151.png
CVUSA_subset\streetview\0023162.jpg,BLURRED_name_train\0023162_generated.png,TRAIN_SEGMENTED\0023162_generated_segmented.png,CVUSA_subset\bingmap\input0023162.png
CVUSA_subset\streetview\0023167.jpg,BLURRED_name_train\0023167_generated.png,TRAIN_SEGMENTED\0023167_generated_segmented.png,CVUSA_subset\bingmap\input0023167.png
CVUSA_subset\streetview\0023177.jpg,BLURRED_name_train\0023177_generated.png,TRAIN_SEGMENTED\0023177_generated_segmented.png,CVUSA_subset\bingmap\input0023177.png
CVUSA_subset\streetview\0023204.jpg,BLURRED_name_train\0023204_generated.png,TRAIN_SEGMENTED\0023204_generated_segmented.png,CVUSA_subset\bingmap\input0023204.png
CVUSA_subset\streetview\0023220.jpg,BLURRED_name_train\0023220_generated.png,TRAIN_SEGMENTED\0023220_generated_segmented.png,CVUSA_subset\bingmap\input0023220.png
CVUSA_subset\streetview\0023224.jpg,BLURRED_name_train\0023224_generated.png,TRAIN_SEGMENTED\0023224_generated_segmented.png,CVUSA_subset\bingmap\input0023224.png
CVUSA_subset\streetview\0023226.jpg,BLURRED_name_train\0023226_generated.png,TRAIN_SEGMENTED\0023226_generated_segmented.png,CVUSA_subset\bingmap\input0023226.png
CVUSA_subset\streetview\0023230.jpg,BLURRED_name_train\0023230_generated.png,TRAIN_SEGMENTED\0023230_generated_segmented.png,CVUSA_subset\bingmap\input0023230.png
CVUSA_subset\streetview\0023232.jpg,BLURRED_name_train\0023232_generated.png,TRAIN_SEGMENTED\0023232_generated_segmented.png,CVUSA_subset\bingmap\input0023232.png
CVUSA_subset\streetview\0023237.jpg,BLURRED_name_train\0023237_generated.png,TRAIN_SEGMENTED\0023237_generated_segmented.png,CVUSA_subset\bingmap\input0023237.png
CVUSA_subset\streetview\0023245.jpg,BLURRED_name_train\0023245_generated.png,TRAIN_SEGMENTED\0023245_generated_segmented.png,CVUSA_subset\bingmap\input0023245.png
CVUSA_subset\streetview\0023252.jpg,BLURRED_name_train\0023252_generated.png,TRAIN_SEGMENTED\0023252_generated_segmented.png,CVUSA_subset\bingmap\input0023252.png
CVUSA_subset\streetview\0023264.jpg,BLURRED_name_train\0023264_generated.png,TRAIN_SEGMENTED\0023264_generated_segmented.png,CVUSA_subset\bingmap\input0023264.png
CVUSA_subset\streetview\0023271.jpg,BLURRED_name_train\0023271_generated.png,TRAIN_SEGMENTED\0023271_generated_segmented.png,CVUSA_subset\bingmap\input0023271.png
CVUSA_subset\streetview\0023277.jpg,BLURRED_name_train\0023277_generated.png,TRAIN_SEGMENTED\0023277_generated_segmented.png,CVUSA_subset\bingmap\input0023277.png
CVUSA_subset\streetview\0023280.jpg,BLURRED_name_train\0023280_generated.png,TRAIN_SEGMENTED\0023280_generated_segmented.png,CVUSA_subset\bingmap\input0023280.png
CVUSA_subset\streetview\0023287.jpg,BLURRED_name_train\0023287_generated.png,TRAIN_SEGMENTED\0023287_generated_segmented.png,CVUSA_subset\bingmap\input0023287.png
CVUSA_subset\streetview\0023288.jpg,BLURRED_name_train\0023288_generated.png,TRAIN_SEGMENTED\0023288_generated_segmented.png,CVUSA_subset\bingmap\input0023288.png
CVUSA_subset\streetview\0023289.jpg,BLURRED_name_train\0023289_generated.png,TRAIN_SEGMENTED\0023289_generated_segmented.png,CVUSA_subset\bingmap\input0023289.png
CVUSA_subset\streetview\0023293.jpg,BLURRED_name_train\0023293_generated.png,TRAIN_SEGMENTED\0023293_generated_segmented.png,CVUSA_subset\bingmap\input0023293.png
CVUSA_subset\streetview\0023294.jpg,BLURRED_name_train\0023294_generated.png,TRAIN_SEGMENTED\0023294_generated_segmented.png,CVUSA_subset\bingmap\input0023294.png
CVUSA_subset\streetview\0023297.jpg,BLURRED_name_train\0023297_generated.png,TRAIN_SEGMENTED\0023297_generated_segmented.png,CVUSA_subset\bingmap\input0023297.png
CVUSA_subset\streetview\0023300.jpg,BLURRED_name_train\0023300_generated.png,TRAIN_SEGMENTED\0023300_generated_segmented.png,CVUSA_subset\bingmap\input0023300.png
CVUSA_subset\streetview\0023303.jpg,BLURRED_name_train\0023303_generated.png,TRAIN_SEGMENTED\0023303_generated_segmented.png,CVUSA_subset\bingmap\input0023303.png
CVUSA_subset\streetview\0023308.jpg,BLURRED_name_train\0023308_generated.png,TRAIN_SEGMENTED\0023308_generated_segmented.png,CVUSA_subset\bingmap\input0023308.png
CVUSA_subset\streetview\0023314.jpg,BLURRED_name_train\0023314_generated.png,TRAIN_SEGMENTED\0023314_generated_segmented.png,CVUSA_subset\bingmap\input0023314.png
CVUSA_subset\streetview\0023321.jpg,BLURRED_name_train\0023321_generated.png,TRAIN_SEGMENTED\0023321_generated_segmented.png,CVUSA_subset\bingmap\input0023321.png
CVUSA_subset\streetview\0023324.jpg,BLURRED_name_train\0023324_generated.png,TRAIN_SEGMENTED\0023324_generated_segmented.png,CVUSA_subset\bingmap\input0023324.png
CVUSA_subset\streetview\0023330.jpg,BLURRED_name_train\0023330_generated.png,TRAIN_SEGMENTED\0023330_generated_segmented.png,CVUSA_subset\bingmap\input0023330.png
CVUSA_subset\streetview\0023332.jpg,BLURRED_name_train\0023332_generated.png,TRAIN_SEGMENTED\0023332_generated_segmented.png,CVUSA_subset\bingmap\input0023332.png
CVUSA_subset\streetview\0023335.jpg,BLURRED_name_train\0023335_generated.png,TRAIN_SEGMENTED\0023335_generated_segmented.png,CVUSA_subset\bingmap\input0023335.png
CVUSA_subset\streetview\0023349.jpg,BLURRED_name_train\0023349_generated.png,TRAIN_SEGMENTED\0023349_generated_segmented.png,CVUSA_subset\bingmap\input0023349.png
CVUSA_subset\streetview\0023353.jpg,BLURRED_name_train\0023353_generated.png,TRAIN_SEGMENTED\0023353_generated_segmented.png,CVUSA_subset\bingmap\input0023353.png
CVUSA_subset\streetview\0023362.jpg,BLURRED_name_train\0023362_generated.png,TRAIN_SEGMENTED\0023362_generated_segmented.png,CVUSA_subset\bingmap\input0023362.png
CVUSA_subset\streetview\0023363.jpg,BLURRED_name_train\0023363_generated.png,TRAIN_SEGMENTED\0023363_generated_segmented.png,CVUSA_subset\bingmap\input0023363.png
CVUSA_subset\streetview\0023365.jpg,BLURRED_name_train\0023365_generated.png,TRAIN_SEGMENTED\0023365_generated_segmented.png,CVUSA_subset\bingmap\input0023365.png
CVUSA_subset\streetview\0023367.jpg,BLURRED_name_train\0023367_generated.png,TRAIN_SEGMENTED\0023367_generated_segmented.png,CVUSA_subset\bingmap\input0023367.png
CVUSA_subset\streetview\0023373.jpg,BLURRED_name_train\0023373_generated.png,TRAIN_SEGMENTED\0023373_generated_segmented.png,CVUSA_subset\bingmap\input0023373.png
CVUSA_subset\streetview\0023376.jpg,BLURRED_name_train\0023376_generated.png,TRAIN_SEGMENTED\0023376_generated_segmented.png,CVUSA_subset\bingmap\input0023376.png
CVUSA_subset\streetview\0023391.jpg,BLURRED_name_train\0023391_generated.png,TRAIN_SEGMENTED\0023391_generated_segmented.png,CVUSA_subset\bingmap\input0023391.png
CVUSA_subset\streetview\0023395.jpg,BLURRED_name_train\0023395_generated.png,TRAIN_SEGMENTED\0023395_generated_segmented.png,CVUSA_subset\bingmap\input0023395.png
CVUSA_subset\streetview\0023397.jpg,BLURRED_name_train\0023397_generated.png,TRAIN_SEGMENTED\0023397_generated_segmented.png,CVUSA_subset\bingmap\input0023397.png
CVUSA_subset\streetview\0023407.jpg,BLURRED_name_train\0023407_generated.png,TRAIN_SEGMENTED\0023407_generated_segmented.png,CVUSA_subset\bingmap\input0023407.png
CVUSA_subset\streetview\0023414.jpg,BLURRED_name_train\0023414_generated.png,TRAIN_SEGMENTED\0023414_generated_segmented.png,CVUSA_subset\bingmap\input0023414.png
CVUSA_subset\streetview\0023442.jpg,BLURRED_name_train\0023442_generated.png,TRAIN_SEGMENTED\0023442_generated_segmented.png,CVUSA_subset\bingmap\input0023442.png
CVUSA_subset\streetview\0023445.jpg,BLURRED_name_train\0023445_generated.png,TRAIN_SEGMENTED\0023445_generated_segmented.png,CVUSA_subset\bingmap\input0023445.png
CVUSA_subset\streetview\0023455.jpg,BLURRED_name_train\0023455_generated.png,TRAIN_SEGMENTED\0023455_generated_segmented.png,CVUSA_subset\bingmap\input0023455.png
CVUSA_subset\streetview\0023461.jpg,BLURRED_name_train\0023461_generated.png,TRAIN_SEGMENTED\0023461_generated_segmented.png,CVUSA_subset\bingmap\input0023461.png
CVUSA_subset\streetview\0023477.jpg,BLURRED_name_train\0023477_generated.png,TRAIN_SEGMENTED\0023477_generated_segmented.png,CVUSA_subset\bingmap\input0023477.png
CVUSA_subset\streetview\0023490.jpg,BLURRED_name_train\0023490_generated.png,TRAIN_SEGMENTED\0023490_generated_segmented.png,CVUSA_subset\bingmap\input0023490.png
CVUSA_subset\streetview\0023492.jpg,BLURRED_name_train\0023492_generated.png,TRAIN_SEGMENTED\0023492_generated_segmented.png,CVUSA_subset\bingmap\input0023492.png
CVUSA_subset\streetview\0023494.jpg,BLURRED_name_train\0023494_generated.png,TRAIN_SEGMENTED\0023494_generated_segmented.png,CVUSA_subset\bingmap\input0023494.png
CVUSA_subset\streetview\0023496.jpg,BLURRED_name_train\0023496_generated.png,TRAIN_SEGMENTED\0023496_generated_segmented.png,CVUSA_subset\bingmap\input0023496.png
CVUSA_subset\streetview\0023497.jpg,BLURRED_name_train\0023497_generated.png,TRAIN_SEGMENTED\0023497_generated_segmented.png,CVUSA_subset\bingmap\input0023497.png
CVUSA_subset\streetview\0023500.jpg,BLURRED_name_train\0023500_generated.png,TRAIN_SEGMENTED\0023500_generated_segmented.png,CVUSA_subset\bingmap\input0023500.png
CVUSA_subset\streetview\0023504.jpg,BLURRED_name_train\0023504_generated.png,TRAIN_SEGMENTED\0023504_generated_segmented.png,CVUSA_subset\bingmap\input0023504.png
CVUSA_subset\streetview\0023524.jpg,BLURRED_name_train\0023524_generated.png,TRAIN_SEGMENTED\0023524_generated_segmented.png,CVUSA_subset\bingmap\input0023524.png
CVUSA_subset\streetview\0023533.jpg,BLURRED_name_train\0023533_generated.png,TRAIN_SEGMENTED\0023533_generated_segmented.png,CVUSA_subset\bingmap\input0023533.png
CVUSA_subset\streetview\0023535.jpg,BLURRED_name_train\0023535_generated.png,TRAIN_SEGMENTED\0023535_generated_segmented.png,CVUSA_subset\bingmap\input0023535.png
CVUSA_subset\streetview\0023549.jpg,BLURRED_name_train\0023549_generated.png,TRAIN_SEGMENTED\0023549_generated_segmented.png,CVUSA_subset\bingmap\input0023549.png
CVUSA_subset\streetview\0023560.jpg,BLURRED_name_train\0023560_generated.png,TRAIN_SEGMENTED\0023560_generated_segmented.png,CVUSA_subset\bingmap\input0023560.png
CVUSA_subset\streetview\0023562.jpg,BLURRED_name_train\0023562_generated.png,TRAIN_SEGMENTED\0023562_generated_segmented.png,CVUSA_subset\bingmap\input0023562.png
CVUSA_subset\streetview\0023569.jpg,BLURRED_name_train\0023569_generated.png,TRAIN_SEGMENTED\0023569_generated_segmented.png,CVUSA_subset\bingmap\input0023569.png
CVUSA_subset\streetview\0023571.jpg,BLURRED_name_train\0023571_generated.png,TRAIN_SEGMENTED\0023571_generated_segmented.png,CVUSA_subset\bingmap\input0023571.png
CVUSA_subset\streetview\0023572.jpg,BLURRED_name_train\0023572_generated.png,TRAIN_SEGMENTED\0023572_generated_segmented.png,CVUSA_subset\bingmap\input0023572.png
CVUSA_subset\streetview\0023578.jpg,BLURRED_name_train\0023578_generated.png,TRAIN_SEGMENTED\0023578_generated_segmented.png,CVUSA_subset\bingmap\input0023578.png
CVUSA_subset\streetview\0023581.jpg,BLURRED_name_train\0023581_generated.png,TRAIN_SEGMENTED\0023581_generated_segmented.png,CVUSA_subset\bingmap\input0023581.png
CVUSA_subset\streetview\0023583.jpg,BLURRED_name_train\0023583_generated.png,TRAIN_SEGMENTED\0023583_generated_segmented.png,CVUSA_subset\bingmap\input0023583.png
CVUSA_subset\streetview\0023584.jpg,BLURRED_name_train\0023584_generated.png,TRAIN_SEGMENTED\0023584_generated_segmented.png,CVUSA_subset\bingmap\input0023584.png
CVUSA_subset\streetview\0023594.jpg,BLURRED_name_train\0023594_generated.png,TRAIN_SEGMENTED\0023594_generated_segmented.png,CVUSA_subset\bingmap\input0023594.png
CVUSA_subset\streetview\0023601.jpg,BLURRED_name_train\0023601_generated.png,TRAIN_SEGMENTED\0023601_generated_segmented.png,CVUSA_subset\bingmap\input0023601.png
CVUSA_subset\streetview\0023605.jpg,BLURRED_name_train\0023605_generated.png,TRAIN_SEGMENTED\0023605_generated_segmented.png,CVUSA_subset\bingmap\input0023605.png
CVUSA_subset\streetview\0023620.jpg,BLURRED_name_train\0023620_generated.png,TRAIN_SEGMENTED\0023620_generated_segmented.png,CVUSA_subset\bingmap\input0023620.png
CVUSA_subset\streetview\0023632.jpg,BLURRED_name_train\0023632_generated.png,TRAIN_SEGMENTED\0023632_generated_segmented.png,CVUSA_subset\bingmap\input0023632.png
CVUSA_subset\streetview\0023636.jpg,BLURRED_name_train\0023636_generated.png,TRAIN_SEGMENTED\0023636_generated_segmented.png,CVUSA_subset\bingmap\input0023636.png
CVUSA_subset\streetview\0023638.jpg,BLURRED_name_train\0023638_generated.png,TRAIN_SEGMENTED\0023638_generated_segmented.png,CVUSA_subset\bingmap\input0023638.png
CVUSA_subset\streetview\0023661.jpg,BLURRED_name_train\0023661_generated.png,TRAIN_SEGMENTED\0023661_generated_segmented.png,CVUSA_subset\bingmap\input0023661.png
CVUSA_subset\streetview\0023664.jpg,BLURRED_name_train\0023664_generated.png,TRAIN_SEGMENTED\0023664_generated_segmented.png,CVUSA_subset\bingmap\input0023664.png
CVUSA_subset\streetview\0023668.jpg,BLURRED_name_train\0023668_generated.png,TRAIN_SEGMENTED\0023668_generated_segmented.png,CVUSA_subset\bingmap\input0023668.png
CVUSA_subset\streetview\0023673.jpg,BLURRED_name_train\0023673_generated.png,TRAIN_SEGMENTED\0023673_generated_segmented.png,CVUSA_subset\bingmap\input0023673.png
CVUSA_subset\streetview\0023680.jpg,BLURRED_name_train\0023680_generated.png,TRAIN_SEGMENTED\0023680_generated_segmented.png,CVUSA_subset\bingmap\input0023680.png
CVUSA_subset\streetview\0023693.jpg,BLURRED_name_train\0023693_generated.png,TRAIN_SEGMENTED\0023693_generated_segmented.png,CVUSA_subset\bingmap\input0023693.png
CVUSA_subset\streetview\0023706.jpg,BLURRED_name_train\0023706_generated.png,TRAIN_SEGMENTED\0023706_generated_segmented.png,CVUSA_subset\bingmap\input0023706.png
CVUSA_subset\streetview\0023707.jpg,BLURRED_name_train\0023707_generated.png,TRAIN_SEGMENTED\0023707_generated_segmented.png,CVUSA_subset\bingmap\input0023707.png
CVUSA_subset\streetview\0023713.jpg,BLURRED_name_train\0023713_generated.png,TRAIN_SEGMENTED\0023713_generated_segmented.png,CVUSA_subset\bingmap\input0023713.png
CVUSA_subset\streetview\0023719.jpg,BLURRED_name_train\0023719_generated.png,TRAIN_SEGMENTED\0023719_generated_segmented.png,CVUSA_subset\bingmap\input0023719.png
CVUSA_subset\streetview\0023728.jpg,BLURRED_name_train\0023728_generated.png,TRAIN_SEGMENTED\0023728_generated_segmented.png,CVUSA_subset\bingmap\input0023728.png
CVUSA_subset\streetview\0023730.jpg,BLURRED_name_train\0023730_generated.png,TRAIN_SEGMENTED\0023730_generated_segmented.png,CVUSA_subset\bingmap\input0023730.png
CVUSA_subset\streetview\0023741.jpg,BLURRED_name_train\0023741_generated.png,TRAIN_SEGMENTED\0023741_generated_segmented.png,CVUSA_subset\bingmap\input0023741.png
CVUSA_subset\streetview\0023742.jpg,BLURRED_name_train\0023742_generated.png,TRAIN_SEGMENTED\0023742_generated_segmented.png,CVUSA_subset\bingmap\input0023742.png
CVUSA_subset\streetview\0023743.jpg,BLURRED_name_train\0023743_generated.png,TRAIN_SEGMENTED\0023743_generated_segmented.png,CVUSA_subset\bingmap\input0023743.png
CVUSA_subset\streetview\0023748.jpg,BLURRED_name_train\0023748_generated.png,TRAIN_SEGMENTED\0023748_generated_segmented.png,CVUSA_subset\bingmap\input0023748.png
CVUSA_subset\streetview\0023749.jpg,BLURRED_name_train\0023749_generated.png,TRAIN_SEGMENTED\0023749_generated_segmented.png,CVUSA_subset\bingmap\input0023749.png
CVUSA_subset\streetview\0023751.jpg,BLURRED_name_train\0023751_generated.png,TRAIN_SEGMENTED\0023751_generated_segmented.png,CVUSA_subset\bingmap\input0023751.png
CVUSA_subset\streetview\0023752.jpg,BLURRED_name_train\0023752_generated.png,TRAIN_SEGMENTED\0023752_generated_segmented.png,CVUSA_subset\bingmap\input0023752.png
CVUSA_subset\streetview\0023758.jpg,BLURRED_name_train\0023758_generated.png,TRAIN_SEGMENTED\0023758_generated_segmented.png,CVUSA_subset\bingmap\input0023758.png
CVUSA_subset\streetview\0023774.jpg,BLURRED_name_train\0023774_generated.png,TRAIN_SEGMENTED\0023774_generated_segmented.png,CVUSA_subset\bingmap\input0023774.png
